2024-07-09 21:29:05,070 - INFO - Step: 1, Action: 1, Reward: 1.7569614971321654, State: 1
2024-07-09 21:29:05,103 - INFO - Step: 54, Action: 1, Reward: 1.7569614971321654, State: 1
2024-07-09 21:29:05,103 - INFO - Step: 55, Action: 0, Reward: 3.4669418525690467, State: 3
2024-07-09 21:29:05,104 - INFO - Step: 56, Action: 0, Reward: 3.4669418525690467, State: 3
2024-07-09 21:29:05,104 - INFO - Step: 57, Action: 1, Reward: 1.7569614971321654, State: 1
2024-07-09 21:29:05,105 - INFO - Step: 58, Action: 0, Reward: 3.4669418525690467, State: 3
2024-07-09 21:29:05,105 - INFO - Step: 59, Action: 2, Reward: 3.451416839586552, State: 1
2024-07-09 21:29:05,106 - INFO - Step: 60, Action: 1, Reward: 1.7569614971321654, State: 1
2024-07-09 21:29:05,106 - INFO - Step: 61, Action: 0, Reward: 3.4669418525690467, State: 3
2024-07-09 21:29:05,106 - INFO - Step: 62, Action: 1, Reward: 1.7569614971321654, State: 1
2024-07-09 21:29:05,107 - INFO - Step: 63, Action: 2, Reward: 3.451416839586552, State: 1
2024-07-09 21:29:05,107 - INFO - Step: 64, Action: 2, Reward: 3.451416839586552, State: 1
2024-07-09 21:29:05,107 - INFO - Step: 65, Action: 1, Reward: 1.7569614971321654, State: 1
2024-07-09 21:29:05,108 - INFO - Step: 66, Action: 1, Reward: 1.7569614971321654, State: 1
2024-07-09 21:29:05,108 - INFO - Step: 67, Action: 1, Reward: 1.7569614971321654, State: 1
2024-07-09 21:29:05,108 - INFO - Step: 68, Action: 2, Reward: 3.451416839586552, State: 1
2024-07-09 21:29:05,109 - INFO - Step: 69, Action: 1, Reward: 1.7569614971321654, State: 1
2024-07-09 21:29:05,109 - INFO - Step: 70, Action: 0, Reward: 3.4669418525690467, State: 3
2024-07-09 21:29:05,110 - INFO - Step: 71, Action: 2, Reward: 3.451416839586552, State: 1
2024-07-09 21:29:05,110 - INFO - Step: 72, Action: 2, Reward: 3.451416839586552, State: 1
2024-07-09 21:29:05,110 - INFO - Step: 73, Action: 1, Reward: 1.7569614971321654, State: 1
2024-07-09 21:29:05,111 - INFO - Step: 74, Action: 2, Reward: 3.451416839586552, State: 1
2024-07-09 21:29:05,111 - INFO - Step: 75, Action: 1, Reward: 1.7569614971321654, State: 1
2024-07-09 21:29:05,111 - INFO - Step: 76, Action: 1, Reward: 1.7569614971321654, State: 1
2024-07-09 21:29:05,112 - INFO - Step: 77, Action: 0, Reward: 3.4669418525690467, State: 3
2024-07-09 21:29:05,112 - INFO - Step: 78, Action: 0, Reward: 3.4669418525690467, State: 3
2024-07-09 21:29:05,113 - INFO - Step: 79, Action: 2, Reward: 3.451416839586552, State: 1
2024-07-09 21:29:05,113 - INFO - Step: 80, Action: 0, Reward: 3.4669418525690467, State: 3
2024-07-09 21:29:05,113 - INFO - Step: 81, Action: 2, Reward: 3.451416839586552, State: 1
2024-07-09 21:29:05,114 - INFO - Step: 82, Action: 2, Reward: 3.451416839586552, State: 1
2024-07-09 21:29:05,115 - INFO - Step: 83, Action: 1, Reward: 1.7569614971321654, State: 1
2024-07-09 21:29:05,116 - INFO - Step: 84, Action: 0, Reward: 3.4669418525690467, State: 3
2024-07-09 21:29:05,116 - INFO - Step: 85, Action: 2, Reward: 3.451416839586552, State: 1
2024-07-09 21:29:05,117 - INFO - Step: 86, Action: 1, Reward: 1.7569614971321654, State: 1
2024-07-09 21:29:05,117 - INFO - Step: 87, Action: 0, Reward: 3.4669418525690467, State: 3
2024-07-09 21:29:05,118 - INFO - Step: 88, Action: 0, Reward: 3.4669418525690467, State: 3
2024-07-09 21:29:05,119 - INFO - Step: 89, Action: 0, Reward: 3.4669418525690467, State: 3
2024-07-09 21:29:05,119 - INFO - Step: 90, Action: 2, Reward: 3.451416839586552, State: 1
2024-07-09 21:29:05,119 - INFO - Step: 91, Action: 1, Reward: 1.7569614971321654, State: 1
2024-07-09 21:29:05,120 - INFO - Step: 92, Action: 1, Reward: 1.7569614971321654, State: 1
2024-07-09 21:29:05,120 - INFO - Step: 93, Action: 1, Reward: 1.7569614971321654, State: 1
2024-07-09 21:29:05,121 - INFO - Step: 94, Action: 0, Reward: 3.4669418525690467, State: 3
2024-07-09 21:29:05,121 - INFO - Step: 95, Action: 0, Reward: 3.4669418525690467, State: 3
2024-07-09 21:29:05,122 - INFO - Step: 96, Action: 0, Reward: 3.4669418525690467, State: 3
2024-07-09 21:29:05,122 - INFO - Step: 97, Action: 0, Reward: 3.4669418525690467, State: 3
2024-07-09 21:29:05,123 - INFO - Step: 98, Action: 0, Reward: 3.4669418525690467, State: 3
2024-07-09 21:29:05,123 - INFO - Step: 99, Action: 2, Reward: 3.451416839586552, State: 1
2024-07-09 21:29:05,124 - INFO - Step: 100, Action: 1, Reward: 1.7569614971321654, State: 1
2024-07-09 21:29:05,124 - INFO - Step: 101, Action: 1, Reward: 1.7569614971321654, State: 1
2024-07-09 21:29:05,126 - INFO - Step: 1, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,126 - INFO - Step: 2, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,127 - INFO - Step: 3, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,127 - INFO - Step: 4, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,128 - INFO - Step: 5, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,129 - INFO - Step: 6, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,130 - INFO - Step: 7, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,130 - INFO - Step: 8, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,131 - INFO - Step: 9, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,131 - INFO - Step: 10, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,131 - INFO - Step: 11, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,132 - INFO - Step: 12, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,133 - INFO - Step: 13, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,134 - INFO - Step: 14, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,134 - INFO - Step: 15, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,135 - INFO - Step: 16, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,135 - INFO - Step: 17, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,136 - INFO - Step: 18, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,136 - INFO - Step: 19, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,136 - INFO - Step: 20, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,137 - INFO - Step: 21, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,137 - INFO - Step: 22, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,137 - INFO - Step: 23, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,138 - INFO - Step: 24, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,138 - INFO - Step: 25, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,138 - INFO - Step: 26, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,139 - INFO - Step: 27, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,139 - INFO - Step: 28, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,139 - INFO - Step: 29, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,140 - INFO - Step: 30, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,140 - INFO - Step: 31, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,140 - INFO - Step: 32, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,141 - INFO - Step: 33, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,141 - INFO - Step: 34, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,141 - INFO - Step: 35, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,142 - INFO - Step: 36, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,142 - INFO - Step: 37, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,142 - INFO - Step: 38, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,143 - INFO - Step: 39, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,143 - INFO - Step: 40, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,143 - INFO - Step: 41, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,144 - INFO - Step: 42, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,144 - INFO - Step: 43, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,144 - INFO - Step: 44, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,145 - INFO - Step: 45, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,145 - INFO - Step: 46, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,145 - INFO - Step: 47, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,146 - INFO - Step: 48, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,147 - INFO - Step: 49, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,147 - INFO - Step: 50, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,148 - INFO - Step: 51, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,149 - INFO - Step: 52, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,150 - INFO - Step: 53, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,151 - INFO - Step: 54, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,151 - INFO - Step: 55, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,151 - INFO - Step: 56, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,152 - INFO - Step: 57, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,152 - INFO - Step: 58, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,152 - INFO - Step: 59, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,153 - INFO - Step: 60, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,153 - INFO - Step: 61, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,153 - INFO - Step: 62, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,154 - INFO - Step: 63, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,154 - INFO - Step: 64, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,155 - INFO - Step: 65, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,155 - INFO - Step: 66, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,155 - INFO - Step: 67, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,156 - INFO - Step: 68, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,156 - INFO - Step: 69, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,156 - INFO - Step: 70, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,157 - INFO - Step: 71, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,157 - INFO - Step: 72, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,157 - INFO - Step: 73, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,158 - INFO - Step: 74, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,158 - INFO - Step: 75, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,158 - INFO - Step: 76, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,159 - INFO - Step: 77, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,159 - INFO - Step: 78, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,159 - INFO - Step: 79, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,160 - INFO - Step: 80, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,160 - INFO - Step: 81, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,161 - INFO - Step: 82, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,162 - INFO - Step: 83, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,163 - INFO - Step: 84, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,163 - INFO - Step: 85, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,163 - INFO - Step: 86, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,164 - INFO - Step: 87, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,164 - INFO - Step: 88, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,164 - INFO - Step: 89, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,165 - INFO - Step: 90, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,165 - INFO - Step: 91, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,167 - INFO - Step: 92, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,168 - INFO - Step: 93, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,169 - INFO - Step: 94, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,169 - INFO - Step: 95, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,170 - INFO - Step: 96, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,170 - INFO - Step: 97, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,171 - INFO - Step: 98, Action: 1, Reward: 1.5468475709726, State: 7
2024-07-09 21:29:05,171 - INFO - Step: 99, Action: 2, Reward: 3.8638337534332656, State: 5
2024-07-09 21:29:05,172 - INFO - Step: 100, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,172 - INFO - Step: 101, Action: 0, Reward: 1.41430587852249, State: 7
2024-07-09 21:29:05,173 - INFO - Step: 1, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,174 - INFO - Step: 2, Action: 0, Reward: 9.77002171084854, State: 7
2024-07-09 21:29:05,175 - INFO - Step: 3, Action: 2, Reward: 6.05800878306513, State: 6
2024-07-09 21:29:05,175 - INFO - Step: 4, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,176 - INFO - Step: 5, Action: 0, Reward: 9.77002171084854, State: 7
2024-07-09 21:29:05,177 - INFO - Step: 6, Action: 0, Reward: 9.77002171084854, State: 7
2024-07-09 21:29:05,177 - INFO - Step: 7, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,177 - INFO - Step: 8, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,178 - INFO - Step: 9, Action: 0, Reward: 9.77002171084854, State: 7
2024-07-09 21:29:05,178 - INFO - Step: 10, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,179 - INFO - Step: 11, Action: 0, Reward: 9.77002171084854, State: 7
2024-07-09 21:29:05,179 - INFO - Step: 12, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,179 - INFO - Step: 13, Action: 2, Reward: 6.05800878306513, State: 6
2024-07-09 21:29:05,180 - INFO - Step: 14, Action: 0, Reward: 9.77002171084854, State: 7
2024-07-09 21:29:05,180 - INFO - Step: 15, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,180 - INFO - Step: 16, Action: 0, Reward: 9.77002171084854, State: 7
2024-07-09 21:29:05,181 - INFO - Step: 17, Action: 2, Reward: 6.05800878306513, State: 6
2024-07-09 21:29:05,181 - INFO - Step: 18, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,181 - INFO - Step: 19, Action: 0, Reward: 9.77002171084854, State: 7
2024-07-09 21:29:05,182 - INFO - Step: 20, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,183 - INFO - Step: 21, Action: 0, Reward: 9.77002171084854, State: 7
2024-07-09 21:29:05,183 - INFO - Step: 22, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,184 - INFO - Step: 23, Action: 2, Reward: 6.05800878306513, State: 6
2024-07-09 21:29:05,185 - INFO - Step: 24, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,185 - INFO - Step: 25, Action: 2, Reward: 6.05800878306513, State: 6
2024-07-09 21:29:05,185 - INFO - Step: 26, Action: 2, Reward: 6.05800878306513, State: 6
2024-07-09 21:29:05,186 - INFO - Step: 27, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,186 - INFO - Step: 28, Action: 2, Reward: 6.05800878306513, State: 6
2024-07-09 21:29:05,187 - INFO - Step: 29, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,187 - INFO - Step: 30, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,188 - INFO - Step: 31, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,188 - INFO - Step: 32, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,188 - INFO - Step: 33, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,189 - INFO - Step: 34, Action: 0, Reward: 9.77002171084854, State: 7
2024-07-09 21:29:05,189 - INFO - Step: 35, Action: 0, Reward: 9.77002171084854, State: 7
2024-07-09 21:29:05,190 - INFO - Step: 36, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,190 - INFO - Step: 37, Action: 0, Reward: 9.77002171084854, State: 7
2024-07-09 21:29:05,190 - INFO - Step: 38, Action: 0, Reward: 9.77002171084854, State: 7
2024-07-09 21:29:05,191 - INFO - Step: 39, Action: 2, Reward: 6.05800878306513, State: 6
2024-07-09 21:29:05,191 - INFO - Step: 40, Action: 0, Reward: 9.77002171084854, State: 7
2024-07-09 21:29:05,191 - INFO - Step: 41, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,192 - INFO - Step: 42, Action: 0, Reward: 9.77002171084854, State: 7
2024-07-09 21:29:05,192 - INFO - Step: 43, Action: 2, Reward: 6.05800878306513, State: 6
2024-07-09 21:29:05,193 - INFO - Step: 44, Action: 0, Reward: 9.77002171084854, State: 7
2024-07-09 21:29:05,194 - INFO - Step: 45, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,194 - INFO - Step: 46, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,194 - INFO - Step: 47, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,195 - INFO - Step: 48, Action: 0, Reward: 9.77002171084854, State: 7
2024-07-09 21:29:05,195 - INFO - Step: 49, Action: 2, Reward: 6.05800878306513, State: 6
2024-07-09 21:29:05,196 - INFO - Step: 50, Action: 0, Reward: 9.77002171084854, State: 7
2024-07-09 21:29:05,196 - INFO - Step: 51, Action: 0, Reward: 9.77002171084854, State: 7
2024-07-09 21:29:05,196 - INFO - Step: 52, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,197 - INFO - Step: 53, Action: 0, Reward: 9.77002171084854, State: 7
2024-07-09 21:29:05,197 - INFO - Step: 54, Action: 0, Reward: 9.77002171084854, State: 7
2024-07-09 21:29:05,197 - INFO - Step: 55, Action: 0, Reward: 9.77002171084854, State: 7
2024-07-09 21:29:05,198 - INFO - Step: 56, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,198 - INFO - Step: 57, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,198 - INFO - Step: 58, Action: 2, Reward: 6.05800878306513, State: 6
2024-07-09 21:29:05,199 - INFO - Step: 59, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,200 - INFO - Step: 60, Action: 2, Reward: 6.05800878306513, State: 6
2024-07-09 21:29:05,200 - INFO - Step: 61, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,200 - INFO - Step: 62, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,201 - INFO - Step: 63, Action: 0, Reward: 9.77002171084854, State: 7
2024-07-09 21:29:05,202 - INFO - Step: 64, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,202 - INFO - Step: 65, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,203 - INFO - Step: 66, Action: 2, Reward: 6.05800878306513, State: 6
2024-07-09 21:29:05,203 - INFO - Step: 67, Action: 2, Reward: 6.05800878306513, State: 6
2024-07-09 21:29:05,204 - INFO - Step: 68, Action: 2, Reward: 6.05800878306513, State: 6
2024-07-09 21:29:05,205 - INFO - Step: 69, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,205 - INFO - Step: 70, Action: 2, Reward: 6.05800878306513, State: 6
2024-07-09 21:29:05,206 - INFO - Step: 71, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,206 - INFO - Step: 72, Action: 0, Reward: 9.77002171084854, State: 7
2024-07-09 21:29:05,207 - INFO - Step: 73, Action: 1, Reward: 7.948201309863698, State: 7
2024-07-09 21:29:05,207 - INFO - Step: 74, Action: 2, Reward: 6.05800878306513, State: 6
